8,8,1,0,0
8,8,1,0,1
9,8,1,0,2
10,8,1,0,3
7,8,1,0,4
8,8,1,0,5
10,8,1,0,6
8,8,1,0,7
8,8,1,0,8
10,8,1,0,9
8,8,1,0,10
8,8,1,0,11
10,8,1,0,12
9,8,1,0,13
8,8,1,0,14
9,8,1,0,15
9,8,1,0,16
8,8,1,0,17
9,8,1,0,18
10,8,1,0,19
9,8,1,0,20
7,8,1,0,21
9,8,1,0,22
11,8,1,0,23
8,8,1,0,24
8,8,1,0,25
10,8,1,0,26
8,8,1,0,27
8,8,1,0,28
10,8,1,0,29
8,8,1,0,30
7,8,1,0,31
9,8,1,0,32
10,8,1,0,33
8,8,1,0,34
8,8,1,0,35
9,8,1,0,36
11,8,1,0,37
7,8,1,0,38
8,8,1,0,39
10,8,1,0,40
7,8,1,0,41
8,8,1,0,42
10,8,1,0,43
8,8,1,0,44
8,8,1,0,45
9,8,1,0,46
9,8,1,0,47
8,8,1,0,48
9,8,1,0,49
9,8,1,0,50
9,8,1,0,51
8,8,1,0,52
9,8,1,0,53
13,8,1,0,54
8,8,1,0,55
8,8,1,0,56
10,8,1,0,57
7,8,1,0,58
8,8,1,0,59
10,8,1,1,0
8,8,1,1,1
8,8,1,1,2
10,8,1,1,3
10,8,1,1,4
8,8,1,1,5
8,8,1,1,6
9,8,1,1,7
12,8,1,1,8
7,8,1,1,9
8,8,1,1,10
10,8,1,1,11
8,8,1,1,12
8,8,1,1,13
10,8,1,1,14
8,8,1,1,15
7,8,1,1,16
10,8,1,1,17
9,8,1,1,18
8,8,1,1,19
9,8,1,1,20
10,8,1,1,21
8,8,1,1,22
8,8,1,1,23
10,8,1,1,24
8,8,1,1,25
8,8,1,1,26
8,8,1,1,27
11,8,1,1,28
7,8,1,1,29
8,8,1,1,30
10,8,1,1,31
8,8,1,1,32
8,8,1,1,33
10,8,1,1,34
8,8,1,1,35
8,8,1,1,36
10,8,1,1,37
9,8,1,1,38
8,8,1,1,39
8,8,1,1,40
9,8,1,1,41
11,8,1,1,42
7,8,1,1,43
8,8,1,1,44
10,8,1,1,45
8,8,1,1,46
8,8,1,1,47
10,8,1,1,48
8,8,1,1,49
7,8,1,1,50
10,8,1,1,51
9,8,1,1,52
8,8,1,1,53
9,8,1,1,54
10,8,1,1,55
8,8,1,1,56
8,8,1,1,57
9,8,1,1,58
8,8,1,1,59
8,8,1,2,0
9,8,1,2,1
10,8,1,2,2
7,8,1,2,3
8,8,1,2,4
10,8,1,2,5
8,8,1,2,6
7,8,1,2,7
9,8,1,2,8
9,8,1,2,9
8,8,1,2,10
9,8,1,2,11
10,8,1,2,12
7,8,1,2,13
8,8,1,2,14
9,8,1,2,15
10,8,1,2,16
7,8,1,2,17
8,8,1,2,18
10,8,1,2,19
8,8,1,2,20
8,8,1,2,21
9,8,1,2,22
10,8,1,2,23
8,8,1,2,24
8,8,1,2,25
9,8,1,2,26
11,8,1,2,27
8,8,1,2,28
8,8,1,2,29
10,8,1,2,30
7,8,1,2,31
8,8,1,2,32
9,8,1,2,33
9,8,1,2,34
8,8,1,2,35
9,8,1,2,36
10,8,1,2,37
8,8,1,2,38
7,8,1,2,39
8,8,1,2,40
10,8,1,2,41
8,8,1,2,42
8,8,1,2,43
10,8,1,2,44
8,8,1,2,45
8,8,1,2,46
9,8,1,2,47
10,8,1,2,48
8,8,1,2,49
8,8,1,2,50
9,8,1,2,51
10,8,1,2,52
8,8,1,2,53
7,8,1,2,54
9,8,1,2,55
9,8,1,2,56
8,8,1,2,57
8,8,1,2,58
9,8,1,2,59
10,8,1,3,0
7,8,1,3,1
